dag,tijd,jaar,gem_intensiteit
Monday,04:15,2020,60.937185929648244
Monday,04:15,2021,63.18114143920595
Monday,04:15,2022,73.87533156498674
Monday,04:15,2023,80.83676012461059
Monday,04:15,2024,88.3217535153019
Monday,04:30,2019,106.9789081885856
Monday,04:30,2020,74.30904522613065
Monday,04:30,2021,78.29280397022333
Monday,04:30,2022,87.28448275862068
Monday,04:30,2023,96.01993769470405
Monday,04:30,2024,104.80645161290323
Monday,04:45,2019,127.16315136476427
Monday,04:45,2020,88.77386934673366
Monday,04:45,2021,93.23821339950372
Monday,04:45,2022,101.20954907161804
Monday,04:45,2023,110.67538940809969
Monday,04:45,2024,121.72125723738627
Monday,05:00,2019,170.01736972704714
Monday,05:00,2020,126.26633165829146
Monday,05:00,2021,128.54590570719603
Monday,05:00,2022,135.81432360742704
Monday,05:00,2023,146.88348909657321
Monday,05:00,2024,159.7460711331679
Monday,05:15,2019,240.16625310173697
Monday,05:15,2020,184.14572864321607
Monday,05:15,2021,189.7090570719603
Monday,05:15,2022,190.3978779840849
Monday,05:15,2023,199.21619937694703
Monday,05:15,2024,215.35401157981804
Monday,05:30,2019,336.0843672456576
Monday,05:30,2020,267.18341708542715
Monday,05:30,2021,267.48387096774195
Monday,05:30,2022,259.6896551724138
Monday,05:30,2023,272.9370716510903
Monday,05:30,2024,290.4458229942101
Monday,05:45,2019,457.72208436724566
Monday,05:45,2020,364.7713567839196
Monday,05:45,2021,357.10483870967744
Monday,05:45,2022,338.82493368700267
Monday,05:45,2023,360.91214953271026
Monday,05:45,2024,378.2274607113317
Monday,06:00,2019,653.4888337468983
Monday,06:00,2020,517.2412060301508
